Name,Type1,Type2,Evolution,image_path,width,height,aspect_ratio,mode,format,file_size_kb,has_alpha,transparent_ratio,mean_r,mean_g,mean_b,brightness,contrast,is_dual_type
nidoqueen,Poison,Ground,,C:\Users\Newsk\Downloads\pokemon\data\images\nidoqueen.png,120,120,1.0,RGBA,PNG,5.48046875,True,0.7847222222222222,148.32451612903225,170.75548387096774,183.1109677419355,165.45714967741932,46.70029616523671,True
nidoran-m,Poison,,nidorino,C:\Users\Newsk\Downloads\pokemon\data\images\nidoran-m.png,120,120,1.0,RGBA,PNG,2.689453125,True,0.9123611111111111,161.61568938193344,142.46988906497623,175.2472266244057,151.9310998415214,45.390917877550976,False
nidorino,Poison,,nidoking,C:\Users\Newsk\Downloads\pokemon\data\images\nidorino.png,120,120,1.0,RGBA,PNG,3.6591796875,True,0.87875,172.03493699885453,142.0847651775487,179.76517754868271,155.3354335624284,47.65654744765367,False
nidoking,Poison,Ground,,C:\Users\Newsk\Downloads\pokemon\data\images\nidoking.png,120,120,1.0,RGBA,PNG,6.4072265625,True,0.7561805555555555,174.7898034747935,146.6268869268015,176.09968669894616,158.40749814867561,48.38938148781119,True
clefairy,Fairy,,clefable,C:\Users\Newsk\Downloads\pokemon\data\images\clefairy.png,120,120,1.0,RGBA,PNG,2.4189453125,True,0.895625,217.73652694610777,189.10046573519628,196.3812375249501,198.49265602129074,44.85262180226519,False
clefable,Fairy,,,C:\Users\Newsk\Downloads\pokemon\data\images\clefable.png,120,120,1.0,RGBA,PNG,3.89453125,True,0.818125,225.5021000381825,197.90607101947307,195.31156930126002,205.8615105001909,41.54395363532752,False
vulpix,Fire,,ninetales,C:\Users\Newsk\Downloads\pokemon\data\images\vulpix.png,120,120,1.0,RGBA,PNG,2.7333984375,True,0.9114583333333334,197.26509803921567,130.94745098039215,87.78039215686275,145.85538274509804,38.978217940503995,False
ninetales,Fire,,,C:\Users\Newsk\Downloads\pokemon\data\images\ninetales.png,120,120,1.0,RGBA,PNG,5.845703125,True,0.7490972222222223,220.38721284251315,210.38555217270965,124.83974536396346,203.6238267367838,43.76679813085545,False
jigglypuff,Normal,Fairy,,C:\Users\Newsk\Downloads\pokemon\data\images\jigglypuff.png,120,120,1.0,RGBA,PNG,2.64453125,True,0.9035416666666667,207.84521238300937,191.3657307415407,198.40316774658027,197.09536357091434,57.11692202033123,True
wigglytuff,Normal,Fairy,,C:\Users\Newsk\Downloads\pokemon\data\images\wigglytuff.png,120,120,1.0,RGBA,PNG,3.6748046875,True,0.853125,205.41749408983452,191.98486997635933,200.08747044917257,196.9249210401891,61.633933748629154,True
zubat,Poison,Flying,,C:\Users\Newsk\Downloads\pokemon\data\images\zubat.png,120,120,1.0,RGBA,PNG,2.849609375,True,0.9013888888888889,120.68098591549295,105.38450704225352,139.27042253521128,113.82114859154929,40.69074077210748,True
golbat,Poison,Flying,,C:\Users\Newsk\Downloads\pokemon\data\images\golbat.png,120,120,1.0,RGBA,PNG,3.4970703125,True,0.8893055555555556,106.19510664993726,96.99749058971142,128.04830614805522,103.28737076537014,47.70811951551142,True
oddish,Grass,Poison,,C:\Users\Newsk\Downloads\pokemon\data\images\oddish.png,120,120,1.0,RGBA,PNG,2.619140625,True,0.9202777777777778,81.86759581881533,148.97038327526133,92.02613240418118,122.41500522648083,36.111687613708625,True
gloom,Grass,Poison,,C:\Users\Newsk\Downloads\pokemon\data\images\gloom.png,120,120,1.0,RGBA,PNG,3.5263671875,True,0.88,127.57581018518519,117.16782407407408,123.28877314814815,120.97760011574074,35.65582165338742,True
vileplume,Grass,Poison,,C:\Users\Newsk\Downloads\pokemon\data\images\vileplume.png,120,120,1.0,RGBA,PNG,2.6123046875,True,0.865,147.7309670781893,114.85236625514403,132.51183127572017,126.69624691358024,30.223876938475644,True
paras,Bug,Grass,,C:\Users\Newsk\Downloads\pokemon\data\images\paras.png,120,120,1.0,RGBA,PNG,2.6513671875,True,0.9254861111111111,200.38303821062442,157.0848089468779,104.90866728797764,164.08289934762348,53.50653270182799,True
parasect,Bug,Grass,,C:\Users\Newsk\Downloads\pokemon\data\images\parasect.png,120,120,1.0,RGBA,PNG,3.9013671875,True,0.8408333333333333,219.86910994764398,167.08376963350784,127.51657940663176,178.35592670157067,47.85845739599711,True
venonat,Bug,Poison,,C:\Users\Newsk\Downloads\pokemon\data\images\venonat.png,120,120,1.0,RGBA,PNG,2.91796875,True,0.9104166666666667,144.0782945736434,121.96744186046512,165.0062015503876,133.48500542635657,45.83939297158991,True
venomoth,Bug,Poison,,C:\Users\Newsk\Downloads\pokemon\data\images\venomoth.png,120,120,1.0,RGBA,PNG,4.376953125,True,0.86125,194.81581581581582,186.13563563563562,201.35985985985985,190.46657107107106,49.19606050266307,True
diglett,Ground,,dugtrio,C:\Users\Newsk\Downloads\pokemon\data\images\diglett.png,120,120,1.0,RGBA,PNG,1.4931640625,True,0.9425694444444445,172.14873035066506,150.58041112454654,134.7279322853688,155.2221559854897,37.27740617868921,False
dugtrio,Ground,,,C:\Users\Newsk\Downloads\pokemon\data\images\dugtrio.png,120,120,1.0,RGBA,PNG,2.791015625,True,0.87625,179.76206509539844,153.7828282828283,133.3939393939394,159.22628675645342,37.49341841314676,False
meowth,Normal,,persian,C:\Users\Newsk\Downloads\pokemon\data\images\meowth.png,120,120,1.0,RGBA,PNG,3.5908203125,True,0.8961805555555555,189.67959866220735,180.8695652173913,162.0494983277592,181.35827759197323,63.086039703880594,False
persian,Normal,,,C:\Users\Newsk\Downloads\pokemon\data\images\persian.png,120,120,1.0,RGBA,PNG,3.837890625,True,0.854375,212.81592751549834,200.23271340009538,167.0200286123033,200.20884835479256,49.516712524529524,False
psyduck,Water,,golduck,C:\Users\Newsk\Downloads\pokemon\data\images\psyduck.png,120,120,1.0,RGBA,PNG,2.4521484375,True,0.9097916666666667,219.5211701308699,198.25481139337953,139.1924557351809,197.8803441108545,43.619946048536974,False
golduck,Water,,,C:\Users\Newsk\Downloads\pokemon\data\images\golduck.png,120,120,1.0,RGBA,PNG,4.5390625,True,0.8613194444444444,136.58037055583375,171.75713570355532,197.0050075112669,164.1175403104657,42.14942582777872,False
mankey,Fighting,,primeape,C:\Users\Newsk\Downloads\pokemon\data\images\mankey.png,120,120,1.0,RGBA,PNG,3.08984375,True,0.9197916666666667,199.0787878787879,180.4961038961039,167.27272727272728,184.54486147186145,49.76610248405572,False
primeape,Fighting,,,C:\Users\Newsk\Downloads\pokemon\data\images\primeape.png,120,120,1.0,RGBA,PNG,3.9677734375,True,0.8586805555555556,202.15921375921377,181.6968058968059,164.33660933660934,185.83600343980345,57.40055653312106,False
growlithe,Fire,,arcanine,C:\Users\Newsk\Downloads\pokemon\data\images\growlithe.png,120,120,1.0,RGBA,PNG,3.076171875,True,0.8923611111111112,206.03032258064516,173.05032258064517,136.21548387096774,178.71217096774194,55.928878363655535,False
arcanine,Fire,,,C:\Users\Newsk\Downloads\pokemon\data\images\arcanine.png,120,120,1.0,RGBA,PNG,5.765625,True,0.7590972222222222,213.78552897088497,183.58777745748054,143.98356875180167,188.10202536754107,55.91544009198909,False
poliwag,Water,,poliwhirl,C:\Users\Newsk\Downloads\pokemon\data\images\poliwag.png,120,120,1.0,RGBA,PNG,2.6435546875,True,0.921875,127.29333333333334,143.5768888888889,167.4622222222222,141.43103377777777,64.63200814569076,False
poliwhirl,Water,,poliwrath,C:\Users\Newsk\Downloads\pokemon\data\images\poliwhirl.png,120,120,1.0,RGBA,PNG,3.6572265625,True,0.8864583333333333,135.06850152905199,148.62018348623855,168.14128440366972,146.7936360856269,68.82157757650533,False
poliwrath,Water,Fighting,,C:\Users\Newsk\Downloads\pokemon\data\images\poliwrath.png,120,120,1.0,RGBA,PNG,4.5849609375,True,0.8311111111111111,133.38322368421052,149.6657072368421,174.44942434210526,147.62258840460524,63.944170595007854,True
abra,Psychic,,kadabra,C:\Users\Newsk\Downloads\pokemon\data\images\abra.png,120,120,1.0,RGBA,PNG,3.04296875,True,0.9120833333333334,199.82385466034756,190.0047393364929,73.90205371248025,179.70494865718797,54.07191893949301,False
kadabra,Psychic,,alakazam,C:\Users\Newsk\Downloads\pokemon\data\images\kadabra.png,120,120,1.0,RGBA,PNG,5.5771484375,True,0.8279166666666666,185.0036319612591,170.47457627118644,81.6501210653753,164.69277602905566,54.50815633302916,False
alakazam,Psychic,,,C:\Users\Newsk\Downloads\pokemon\data\images\alakazam.png,120,120,1.0,RGBA,PNG,6.1953125,True,0.8028472222222223,191.0940471997182,181.01620288834096,96.70024656569214,174.4174593166608,59.45006390336171,False
machop,Fighting,,,C:\Users\Newsk\Downloads\pokemon\data\images\machop.png,120,120,1.0,RGBA,PNG,2.9814453125,True,0.9049305555555556,164.33235938641343,186.12198685171657,188.163623082542,179.83963476990502,40.46300987660463,False
machoke,Fighting,,,C:\Users\Newsk\Downloads\pokemon\data\images\machoke.png,120,120,1.0,RGBA,PNG,5.833984375,True,0.7699305555555556,167.05131300935707,163.53788107455478,180.53939028071235,166.5265692725626,50.274926957759114,False
machamp,Fighting,,,C:\Users\Newsk\Downloads\pokemon\data\images\machamp.png,120,120,1.0,RGBA,PNG,6.419921875,True,0.7706944444444445,145.60145366444578,154.97970926711085,169.52604482132043,153.83389309509388,45.814197341538616,False
bellsprout,Grass,Poison,,C:\Users\Newsk\Downloads\pokemon\data\images\bellsprout.png,120,120,1.0,RGBA,PNG,2.1123046875,True,0.9411111111111111,163.01415094339623,182.38561320754718,125.20754716981132,170.07524646226415,47.78485362706236,True
weepinbell,Grass,Poison,,C:\Users\Newsk\Downloads\pokemon\data\images\weepinbell.png,120,120,1.0,RGBA,PNG,2.595703125,True,0.9150694444444445,184.48896156991006,197.78250204415372,131.77187244480785,186.28252166802943,53.15315141136281,True
victreebel,Grass,Poison,,C:\Users\Newsk\Downloads\pokemon\data\images\victreebel.png,120,120,1.0,RGBA,PNG,4.0869140625,True,0.8374305555555556,185.83895771038019,200.10123878684323,119.65912003417343,186.6664152071764,51.543882145605565,True
tentacool,Water,Poison,,C:\Users\Newsk\Downloads\pokemon\data\images\tentacool.png,120,120,1.0,RGBA,PNG,2.4716796875,True,0.9363194444444445,152.87568157033806,161.97491821155944,178.60196292257362,161.14972955288985,44.53808022452329,True
tentacruel,Water,Poison,,C:\Users\Newsk\Downloads\pokemon\data\images\tentacruel.png,120,120,1.0,RGBA,PNG,4.185546875,True,0.8527777777777777,149.63537735849056,150.03584905660378,162.45377358490566,151.33175141509435,53.08045287588861,True
geodude,Rock,Ground,,C:\Users\Newsk\Downloads\pokemon\data\images\geodude.png,120,120,1.0,RGBA,PNG,2.2587890625,True,0.9359722222222222,171.83405639913232,168.43926247288502,158.29826464208242,168.29823210412147,42.435932109147295,True
graveler,Rock,Ground,,C:\Users\Newsk\Downloads\pokemon\data\images\graveler.png,120,120,1.0,RGBA,PNG,4.7626953125,True,0.7893055555555556,178.86980883322346,174.0510876730389,163.6242584047462,174.30322676334873,35.94450396868815,True
golem,Rock,Ground,,C:\Users\Newsk\Downloads\pokemon\data\images\golem.png,120,120,1.0,RGBA,PNG,5.908203125,True,0.7326388888888888,141.13194805194806,133.88597402597404,128.87558441558443,135.48133584415586,39.02986775382047,True
ponyta,Fire,,,C:\Users\Newsk\Downloads\pokemon\data\images\ponyta.png,120,120,1.0,RGBA,PNG,3.3037109375,True,0.8986111111111111,217.1054794520548,184.92328767123288,119.0068493150685,187.03128904109587,55.32584838943707,False
rapidash,Fire,,,C:\Users\Newsk\Downloads\pokemon\data\images\rapidash.png,120,120,1.0,RGBA,PNG,6.03125,True,0.7783333333333333,227.2982456140351,175.296679197995,93.77506265664161,181.5516832706767,51.431788165619466,False
slowpoke,Water,Psychic,,C:\Users\Newsk\Downloads\pokemon\data\images\slowpoke.png,120,120,1.0,RGBA,PNG,2.689453125,True,0.903125,218.27885304659497,178.6258064516129,187.1720430107527,191.4563383512545,38.419035352276836,True
slowbro,Water,Psychic,,C:\Users\Newsk\Downloads\pokemon\data\images\slowbro.png,120,120,1.0,RGBA,PNG,5.4228515625,True,0.7711111111111111,204.75728155339806,182.63622572815535,187.8941140776699,189.84982069174757,46.722404247971554,True
magnemite,Electric,Steel,,C:\Users\Newsk\Downloads\pokemon\data\images\magnemite.png,120,120,1.0,RGBA,PNG,1.833984375,True,0.9519444444444445,153.89306358381504,165.20231213872833,167.73265895953756,162.1093063583815,58.66361912277869,True
magneton,Electric,Steel,,C:\Users\Newsk\Downloads\pokemon\data\images\magneton.png,120,120,1.0,RGBA,PNG,5.890625,True,0.8172916666666666,149.03458760927404,160.2508551881414,162.28582288103382,157.12917749904977,55.72738234603391,True
farfetchd,Normal,Flying,,C:\Users\Newsk\Downloads\pokemon\data\images\farfetchd.png,120,120,1.0,RGBA,PNG,2.677734375,True,0.9154861111111111,188.0493015612161,175.4593262119967,138.94987674609695,175.0616516023007,45.54017593211428,True
doduo,Normal,Flying,,C:\Users\Newsk\Downloads\pokemon\data\images\doduo.png,120,120,1.0,RGBA,PNG,2.88671875,True,0.9251388888888888,188.6818181818182,153.96846011131726,124.64656771799629,161.00505844155848,47.37284050988762,True
dodrio,Normal,Flying,,C:\Users\Newsk\Downloads\pokemon\data\images\dodrio.png,120,120,1.0,RGBA,PNG,4.92578125,True,0.8722222222222222,164.25380434782608,137.49510869565216,114.8586956521739,142.91540760869566,58.72352980455689,True
seel,Water,,,C:\Users\Newsk\Downloads\pokemon\data\images\seel.png,120,120,1.0,RGBA,PNG,2.2734375,True,0.9166666666666666,212.59333333333333,211.41666666666666,216.51916666666668,212.350175,44.04246424886678,False
dewgong,Water,Ice,,C:\Users\Newsk\Downloads\pokemon\data\images\dewgong.png,120,120,1.0,RGBA,PNG,2.6884765625,True,0.8941666666666667,219.55708661417322,219.64566929133858,224.0,220.11557677165354,41.32714297574984,True
grimer,Poison,,,C:\Users\Newsk\Downloads\pokemon\data\images\grimer.png,120,120,1.0,RGBA,PNG,2.9716796875,True,0.8922222222222222,151.14046391752578,128.00322164948454,157.62048969072166,138.2976256443299,43.94541792131822,False
muk,Poison,,,C:\Users\Newsk\Downloads\pokemon\data\images\muk.png,120,120,1.0,RGBA,PNG,5.0615234375,True,0.7417361111111112,145.17450927668727,130.20623823608497,149.12422694272655,136.8384019897822,42.74099778004965,False
shellder,Water,,,C:\Users\Newsk\Downloads\pokemon\data\images\shellder.png,120,120,1.0,RGBA,PNG,2.52734375,True,0.9177083333333333,133.26497890295357,125.4548523206751,150.4168776371308,130.6357510548523,75.54206877861644,False
cloyster,Water,Ice,,C:\Users\Newsk\Downloads\pokemon\data\images\cloyster.png,120,120,1.0,RGBA,PNG,5.4560546875,True,0.785625,144.07126660187885,136.90702947845804,165.58049886621316,142.31791188856494,49.74644913421378,True
gastly,Ghost,Poison,,C:\Users\Newsk\Downloads\pokemon\data\images\gastly.png,120,120,1.0,RGBA,PNG,2.9775390625,True,0.9016666666666666,113.18502824858757,99.06002824858757,123.40112994350282,106.05828884180791,60.56544806114007,True
haunter,Ghost,Poison,,C:\Users\Newsk\Downloads\pokemon\data\images\haunter.png,120,120,1.0,RGBA,PNG,4.0439453125,True,0.8470833333333333,147.99727520435968,135.67302452316076,179.36103542234332,144.33840871934603,37.70338523826657,True
gengar,Ghost,Poison,,C:\Users\Newsk\Downloads\pokemon\data\images\gengar.png,120,120,1.0,RGBA,PNG,4.3896484375,True,0.765,140.82978723404256,129.47074468085106,170.93173758865248,137.59365159574466,43.15467034698063,True
onix,Rock,Ground,,C:\Users\Newsk\Downloads\pokemon\data\images\onix.png,120,120,1.0,RGBA,PNG,4.5380859375,True,0.8200000000000001,136.65007716049382,135.65586419753086,136.95833333333334,136.10161535493828,44.6843337817097,True
drowzee,Psychic,,,C:\Users\Newsk\Downloads\pokemon\data\images\drowzee.png,120,120,1.0,RGBA,PNG,2.9033203125,True,0.8741666666666666,178.00110375275938,169.28642384105962,70.60485651214128,160.64241445916113,64.87644988115468,False
hypno,Psychic,,,C:\Users\Newsk\Downloads\pokemon\data\images\hypno.png,120,120,1.0,RGBA,PNG,4.5087890625,True,0.8331944444444445,219.92214820982514,207.2610324729392,93.94296419650291,198.12844629475433,42.508524732965945,False
krabby,Water,,,C:\Users\Newsk\Downloads\pokemon\data\images\krabby.png,120,120,1.0,RGBA,PNG,3.423828125,True,0.9131944444444444,194.6272,162.8608,140.1944,169.77498400000002,50.11168613849412,False
kingler,Water,,,C:\Users\Newsk\Downloads\pokemon\data\images\kingler.png,120,120,1.0,RGBA,PNG,4.833984375,True,0.8363888888888888,206.446519524618,158.09592529711375,126.74702886247877,168.97897877758913,50.28467107862115,False
voltorb,Electric,,,C:\Users\Newsk\Downloads\pokemon\data\images\voltorb.png,120,120,1.0,RGBA,PNG,2.0146484375,True,0.9040277777777778,217.97033285094068,160.79811866859623,155.58176555716352,177.29794645441388,34.95796803651073,False
electrode,Electric,,,C:\Users\Newsk\Downloads\pokemon\data\images\electrode.png,120,120,1.0,RGBA,PNG,2.8583984375,True,0.8311805555555556,211.78362813656932,194.6495269436446,198.93212669683257,200.2608395721925,59.74765200505718,False
exeggcute,Grass,Psychic,,C:\Users\Newsk\Downloads\pokemon\data\images\exeggcute.png,120,120,1.0,RGBA,PNG,2.6669921875,True,0.8931944444444444,219.32379713914173,200.03771131339403,202.68920676202862,206.10652145643695,42.450050526097904,True
exeggutor,Grass,Psychic,,C:\Users\Newsk\Downloads\pokemon\data\images\exeggutor.png,120,120,1.0,RGBA,PNG,6.3759765625,True,0.7755555555555556,159.99783415841586,174.87345297029702,141.37840346534654,166.60720730198022,51.2201234229294,True
cubone,Ground,,,C:\Users\Newsk\Downloads\pokemon\data\images\cubone.png,120,120,1.0,RGBA,PNG,2.546875,True,0.9209027777777777,197.8867427568042,185.81035996488148,169.49341527655838,187.56106672519752,52.290547123600184,False
marowak,Ground,,,C:\Users\Newsk\Downloads\pokemon\data\images\marowak.png,120,120,1.0,RGBA,PNG,3.578125,True,0.8736111111111111,202.121978021978,189.40274725274725,168.85824175824175,190.86372362637363,47.98232180411009,False
hitmonlee,Fighting,,,C:\Users\Newsk\Downloads\pokemon\data\images\hitmonlee.png,120,120,1.0,RGBA,PNG,3.548828125,True,0.886875,178.38919582565993,160.65745856353593,149.56660527931245,164.69489073050954,46.01289024093643,False
hitmonchan,Fighting,,,C:\Users\Newsk\Downloads\pokemon\data\images\hitmonchan.png,120,120,1.0,RGBA,PNG,3.7421875,True,0.8920833333333333,179.54504504504504,154.11518661518662,148.87644787644788,161.12149806949805,52.299052969741716,False
lickitung,Normal,,,C:\Users\Newsk\Downloads\pokemon\data\images\lickitung.png,120,120,1.0,RGBA,PNG,3.404296875,True,0.8709722222222223,222.21313240043057,181.40312163616792,183.20667384284175,193.81091980624325,38.51543153172296,False
koffing,Poison,,,C:\Users\Newsk\Downloads\pokemon\data\images\koffing.png,120,120,1.0,RGBA,PNG,2.34765625,True,0.9284722222222223,163.152427184466,152.03300970873786,174.62233009708737,157.93289805825242,37.835674207553026,False
weezing,Poison,,,C:\Users\Newsk\Downloads\pokemon\data\images\weezing.png,120,120,1.0,RGBA,PNG,4.490234375,True,0.8522916666666667,167.44334743770568,151.08791725434884,159.49271274094968,156.93633756464504,39.974342533295854,False
rhyhorn,Ground,Rock,,C:\Users\Newsk\Downloads\pokemon\data\images\rhyhorn.png,120,120,1.0,RGBA,PNG,3.5966796875,True,0.8511111111111112,149.4412313432836,157.90158582089552,170.90065298507463,156.85383348880595,41.222600277412425,True
rhydon,Ground,Rock,,C:\Users\Newsk\Downloads\pokemon\data\images\rhydon.png,120,120,1.0,RGBA,PNG,5.603515625,True,0.7686805555555556,168.34884419093365,170.45782047433204,175.69648754127888,170.42444461122787,47.666585828306694,True
chansey,Normal,,,C:\Users\Newsk\Downloads\pokemon\data\images\chansey.png,120,120,1.0,RGBA,PNG,3.29296875,True,0.8336805555555555,223.24008350730688,187.52901878914406,199.71649269311064,199.59599916492695,40.56734512599006,False
tangela,Grass,,,C:\Users\Newsk\Downloads\pokemon\data\images\tangela.png,120,120,1.0,RGBA,PNG,3.9443359375,True,0.8718055555555555,107.97941495124594,136.35861321776815,154.06067172264355,129.8912676056338,59.442273119216466,False
